,prompt,completion
197,"This is a verse from the Holy Quran
""And complete the Hajj or �umra in the service of Allah. But if ye are prevented (From completing it)""
 where its mention in the Holy quran?",(Quran 2:196)
198,"This is a verse from the Holy Quran
""For Hajj are the months well known. If any one undertakes that duty therein""
 where its mention in the Holy quran?",(Quran 2:197)
199,"This is a verse from the Holy Quran
""It is no crime in you if ye seek of the bounty of your Lord (during pilgrimage). Then when ye pour down from (Mount) Arafat""
 where its mention in the Holy quran?",(Quran 2:198)
200,"This is a verse from the Holy Quran
""Then pass on at a quick pace from the place whence it is usual for the multitude so to do""
 where its mention in the Holy quran?",(Quran 2:199)
201,"This is a verse from the Holy Quran
""So when ye have accomplished your holy rites""
 where its mention in the Holy quran?",(Quran 2:200)
202,"This is a verse from the Holy Quran
""And there are men who say: ""Our Lord! Give us good in this world and good in the Hereafter""
 where its mention in the Holy quran?",(Quran 2:201)
203,"This is a verse from the Holy Quran
""To these will be allotted what they have earned; and Allah is quick in account.""
 where its mention in the Holy quran?",(Quran 2:202)
204,"This is a verse from the Holy Quran
""Celebrate the praises of Allah during the Appointed Days. But if any one hastens to leave in two days""
 where its mention in the Holy quran?",(Quran 2:203)
205,"This is a verse from the Holy Quran
""There is the type of man whose speech about this world�s life May dazzle thee""
 where its mention in the Holy quran?",(Quran 2:204)
206,"This is a verse from the Holy Quran
""When he turns his back""
 where its mention in the Holy quran?",(Quran 2:205)
207,"This is a verse from the Holy Quran
""When it is said to him""
 where its mention in the Holy quran?",(Quran 2:206)
208,"This is a verse from the Holy Quran
""And there is the type of man who gives his life to earn the pleasure of Allah: And Allah is full of kindness to (His) devotees.""
 where its mention in the Holy quran?",(Quran 2:207)
209,"This is a verse from the Holy Quran
""O ye who believe! Enter into Islam whole-heartedly; and follow not the footsteps of the evil one; for he is to you an avowed enemy.""
 where its mention in the Holy quran?",(Quran 2:208)
210,"This is a verse from the Holy Quran
""If ye backslide after the clear (Signs) have come to you""
 where its mention in the Holy quran?",(Quran 2:209)
211,"This is a verse from the Holy Quran
""Will they wait until Allah comes to them in canopies of clouds""
 where its mention in the Holy quran?",(Quran 2:210)
212,"This is a verse from the Holy Quran
""Ask the Children of Israel how many clear (Signs) We have sent them. But if any one""
 where its mention in the Holy quran?",(Quran 2:211)
213,"This is a verse from the Holy Quran
""The life of this world is alluring to those who reject faith""
 where its mention in the Holy quran?",(Quran 2:212)
214,"This is a verse from the Holy Quran
""Mankind was one single nation""
 where its mention in the Holy quran?",(Quran 2:213)
215,"This is a verse from the Holy Quran
""Or do ye think that ye shall enter the Garden (of bliss) without such (trials) as came to those who passed away before you? they encountered suffering and adversity""
 where its mention in the Holy quran?",(Quran 2:214)
216,"This is a verse from the Holy Quran
""They ask thee what they should spend (In charity). Say: Whatever ye spend that is good""
 where its mention in the Holy quran?",(Quran 2:215)
217,"This is a verse from the Holy Quran
""Fighting is prescribed for you""
 where its mention in the Holy quran?",(Quran 2:216)
218,"This is a verse from the Holy Quran
""They ask thee concerning fighting in the Prohibited Month. Say: ""Fighting therein is a grave (offence); but graver is it in the sight of Allah to prevent access to the path of Allah""
 where its mention in the Holy quran?",(Quran 2:217)
219,"This is a verse from the Holy Quran
""Those who believed and those who suffered exile and fought (and strove and struggled) in the path of Allah""
 where its mention in the Holy quran?",(Quran 2:218)
220,"This is a verse from the Holy Quran
""They ask thee concerning wine and gambling. Say: ""In them is great sin""
 where its mention in the Holy quran?",(Quran 2:219)
221,"This is a verse from the Holy Quran
""(Their bearings) on this life and the Hereafter. They ask thee concerning orphans. Say: ""The best thing to do is what is for their good; if ye mix their affairs with yours""
 where its mention in the Holy quran?",(Quran 2:220)
222,"This is a verse from the Holy Quran
""Do not marry unbelieving women (idolaters)""
 where its mention in the Holy quran?",(Quran 2:221)
223,"This is a verse from the Holy Quran
""They ask thee concerning women�s courses. Say: They are a hurt and a pollution: So keep away from women in their courses""
 where its mention in the Holy quran?",(Quran 2:222)
224,"This is a verse from the Holy Quran
""Your wives are as a tilth unto you; so approach your tilth when or how ye will; but do some good act for your souls beforehand; and fear Allah. And know that ye are to meet Him (in the Hereafter)""
 where its mention in the Holy quran?",(Quran 2:223)
225,"This is a verse from the Holy Quran
""And make not Allah�s (name) an excuse in your oaths against doing good""
 where its mention in the Holy quran?",(Quran 2:224)
226,"This is a verse from the Holy Quran
""Allah will not call you to account for thoughtlessness in your oaths""
 where its mention in the Holy quran?",(Quran 2:225)
227,"This is a verse from the Holy Quran
""For those who take an oath for abstention from their wives""
 where its mention in the Holy quran?",(Quran 2:226)
228,"This is a verse from the Holy Quran
""But if their intention is firm for divorce""
 where its mention in the Holy quran?",(Quran 2:227)
229,"This is a verse from the Holy Quran
""Divorced women shall wait concerning themselves for three monthly periods. Nor is it lawful for them to hide what Allah Hath created in their wombs""
 where its mention in the Holy quran?",(Quran 2:228)
230,"This is a verse from the Holy Quran
""A divorce is only permissible twice: after that""
 where its mention in the Holy quran?",(Quran 2:229)
231,"This is a verse from the Holy Quran
""So if a husband divorces his wife (irrevocably)""
 where its mention in the Holy quran?",(Quran 2:230)
232,"This is a verse from the Holy Quran
""When ye divorce women""
 where its mention in the Holy quran?",(Quran 2:231)
233,"This is a verse from the Holy Quran
""When ye divorce women""
 where its mention in the Holy quran?",(Quran 2:232)
234,"This is a verse from the Holy Quran
""The mothers shall give such to their offspring for two whole years""
 where its mention in the Holy quran?",(Quran 2:233)
235,"This is a verse from the Holy Quran
""If any of you die and leave widows behind""
 where its mention in the Holy quran?",(Quran 2:234)
236,"This is a verse from the Holy Quran
""There is no blame on you if ye make an offer of betrothal or hold it in your hearts. Allah knows that ye cherish them in your hearts: But do not make a secret contract with them except in terms Honourable""
 where its mention in the Holy quran?",(Quran 2:235)
237,"This is a verse from the Holy Quran
""There is no blame on you if ye divorce women before consummation or the fixation of their dower; but bestow on them (A suitable gift)""
 where its mention in the Holy quran?",(Quran 2:236)
238,"This is a verse from the Holy Quran
""And if ye divorce them before consummation""
 where its mention in the Holy quran?",(Quran 2:237)
239,"This is a verse from the Holy Quran
""Guard strictly your (habit of) prayers""
 where its mention in the Holy quran?",(Quran 2:238)
240,"This is a verse from the Holy Quran
""If ye fear (an enemy)""
 where its mention in the Holy quran?",(Quran 2:239)
241,"This is a verse from the Holy Quran
""Those of you who die and leave widows should bequeath for their widows a year�s maintenance and residence; but if they leave (The residence)""
 where its mention in the Holy quran?",(Quran 2:240)
242,"This is a verse from the Holy Quran
""For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the righteous.""
 where its mention in the Holy quran?",(Quran 2:241)
243,"This is a verse from the Holy Quran
""Thus doth Allah Make clear His Signs to you: In order that ye may understand.""
 where its mention in the Holy quran?",(Quran 2:242)
244,"This is a verse from the Holy Quran
""Didst thou not Turn by vision to those who abandoned their homes""
 where its mention in the Holy quran?",(Quran 2:243)
245,"This is a verse from the Holy Quran
""Then fight in the cause of Allah""
 where its mention in the Holy quran?",(Quran 2:244)
246,"This is a verse from the Holy Quran
""Who is he that will loan to Allah a beautiful loan""
 where its mention in the Holy quran?",(Quran 2:245)
247,"This is a verse from the Holy Quran
""Hast thou not Turned thy vision to the Chiefs of the Children of Israel after (the time of) Moses? they said to a prophet (That was) among them: ""Appoint for us a king""
 where its mention in the Holy quran?",(Quran 2:246)
248,"This is a verse from the Holy Quran
""Their Prophet said to them: ""Allah hath appointed Talut as king over you."" They said: ""How can he exercise authority over us when we are better fitted than he to exercise authority""
 where its mention in the Holy quran?",(Quran 2:247)
249,"This is a verse from the Holy Quran
""And (further) their Prophet said to them: ""A Sign of his authority is that there shall come to you the Ark of the covenant""
 where its mention in the Holy quran?",(Quran 2:248)
250,"This is a verse from the Holy Quran
""When Talut set forth with the armies""
 where its mention in the Holy quran?",(Quran 2:249)
251,"This is a verse from the Holy Quran
""When they advanced to meet Goliath and his forces""
 where its mention in the Holy quran?",(Quran 2:250)
252,"This is a verse from the Holy Quran
""By Allah�s will they routed them; and David slew Goliath; and Allah gave him power and wisdom and taught him whatever (else) He willed. And did not Allah Check one set of people by means of another""
 where its mention in the Holy quran?",(Quran 2:251)
