,prompt,completion
271, (And whatever ye spend in charity or devotion) give me the refrence,"Refrence: (2,270)"
272, (If ye disclose (acts of) charity) give me the refrence,"Refrence: (2,271)"
273, (It is not required of thee (O Messenger)) give me the refrence,"Refrence: (2,272)"
274, ((Charity is) for those in need) give me the refrence,"Refrence: (2,273)"
275, (Those who (in charity) spend of their goods by night and by day) give me the refrence,"Refrence: (2,274)"
276," (Those who devour usury will not stand except as stand one whom the Evil one by his touch Hath driven to madness. That is because they say: ""Trade is like usury) give me the refrence","Refrence: (2,275)"
277, (On no soul doth Allah Place a burden greater than it can bear. It gets every good that it earns) give me the refrence,"Refrence: (2,286)"
278, (A. L. M.) give me the refrence,"Refrence: (3,1)"
279, (Allah! There is no god but He) give me the refrence,"Refrence: (3,2)"
280, (It is He Who sent down to thee (step by step)) give me the refrence,"Refrence: (3,3)"
281, (Then those who reject Faith in the Signs of Allah will suffer the severest penalty) give me the refrence,"Refrence: (3,4)"
282, (From Allah) give me the refrence,"Refrence: (3,5)"
283, (He it is Who shapes you in the wombs as He pleases. There is no god but He) give me the refrence,"Refrence: (3,6)"
284, (He it is Who has sent down to thee the Book: In it are verses basic or fundamental (of established meaning); they are the foundation of the Book: others are allegorical. But those in whose hearts is perversity follow the part thereof that is allegorical) give me the refrence,"Refrence: (3,7)"
285," (""Our Lord!"" (they say)) give me the refrence","Refrence: (3,8)"
286," (""Our Lord! Thou art He that will gather mankind Together against a day about which there is no doubt; for Allah never fails in His promise."") give me the refrence","Refrence: (3,9)"
287, (Those who reject Faith) give me the refrence,"Refrence: (3,10)"
288, ((Their plight will be) no better than that of the people of Pharaoh) give me the refrence,"Refrence: (3,11)"
289," (Say to those who reject Faith: ""Soon will ye be vanquished and gathered together to Hell) give me the refrence","Refrence: (3,12)"
290," (""There has already been for you a Sign in the two armies that met (in combat): One was fighting in the cause of Allah) give me the refrence","Refrence: (3,13)"
291, (Fair in the eyes of men is the love of things they covet: Women and sons; Heaped-up hoards of gold and silver; horses branded (for blood and excellence); and (wealth of) cattle and well-tilled land. Such are the possessions of this world�s life; but in nearness to Allah is the best of the goals (To return to).) give me the refrence,"Refrence: (3,14)"
292, (Say: Shall I give you glad tidings of things Far better than those? For the righteous are Gardens in nearness to their Lord) give me the refrence,"Refrence: (3,15)"
293, ((Namely)) give me the refrence,"Refrence: (3,16)"
294, (Those who show patience) give me the refrence,"Refrence: (3,17)"
295, (There is no god but He: That is the witness of Allah) give me the refrence,"Refrence: (3,18)"
296, (The Religion before Allah is Islam (submission to His Will): Nor did the People of the Book dissent therefrom except through envy of each other) give me the refrence,"Refrence: (3,19)"
297, (So if they dispute with thee) give me the refrence,"Refrence: (3,20)"
298, (As to those who deny the Signs of Allah and in defiance of right) give me the refrence,"Refrence: (3,21)"
299, (They are those whose works will bear no fruit in this world and in the Hereafter nor will they have anyone to help.) give me the refrence,"Refrence: (3,22)"
300, (Hast thou not turned Thy vision to those who have been given a portion of the Book? They are invited to the Book of Allah) give me the refrence,"Refrence: (3,23)"
301," (This because they say: ""The Fire shall not touch us but for a few numbered days"": For their forgeries deceive them as to their own religion.) give me the refrence","Refrence: (3,24)"
302, (But how (will they fare) when we gather them together against a day about which there is no doubt) give me the refrence,"Refrence: (3,25)"
303," (Say: ""O Allah! Lord of Power (And Rule)) give me the refrence","Refrence: (3,26)"
304," (""Thou causest the night to gain on the day) give me the refrence","Refrence: (3,27)"
305, (Let not the believers Take for friends or helpers Unbelievers rather than believers: if any do that) give me the refrence,"Refrence: (3,28)"
306," (Say: ""Whether ye hide what is in your hearts or reveal it) give me the refrence","Refrence: (3,29)"
307," (""On the Day when every soul will be confronted with all the good it has done) give me the refrence","Refrence: (3,30)"
308," (Say: ""If ye do love Allah) give me the refrence","Refrence: (3,31)"
309," (Say: ""Obey Allah and His Messenger"": But if they turn back) give me the refrence","Refrence: (3,32)"
310, (Allah did choose Adam and Noah) give me the refrence,"Refrence: (3,33)"
311, (Offspring) give me the refrence,"Refrence: (3,34)"
312," (Behold! a woman of �Imran said: ""O my Lord! I do dedicate unto Thee what is in my womb for Thy special service: So accept this of me: For Thou hearest and knowest all things."") give me the refrence","Refrence: (3,35)"
313, (When she was delivered) give me the refrence,"Refrence: (3,36)"
314, (Right graciously did her Lord accept her: He made her grow in purity and beauty: To the care of Zakariya was she assigned. Every time that he entered (Her) chamber to see her) give me the refrence,"Refrence: (3,37)"
315, (There did Zakariya pray to his Lord) give me the refrence,"Refrence: (3,38)"
316, (While he was standing in prayer in the chamber) give me the refrence,"Refrence: (3,39)"
317," (He said: ""O my Lord! How shall I have son) give me the refrence","Refrence: (3,40)"
318," (He said: ""O my Lord! Give me a Sign!"" ""Thy Sign) give me the refrence","Refrence: (3,41)"
319," (Behold! the angels said: ""O Mary! Allah hath chosen thee and purified thee- chosen thee above the women of all nations.) give me the refrence","Refrence: (3,42)"
320," (""O Mary! worship Thy Lord devoutly: Prostrate thyself) give me the refrence","Refrence: (3,43)"
321, (This is part of the tidings of the things unseen) give me the refrence,"Refrence: (3,44)"
322," (Behold! the angels said: ""O Mary! Allah giveth thee glad tidings of a Word from Him: his name will be Christ Jesus) give me the refrence","Refrence: (3,45)"
323," (""He shall speak to the people in childhood and in maturity. And he shall be (of the company) of the righteous."") give me the refrence","Refrence: (3,46)"
324," (She said: ""O my Lord! How shall I have a son when no man hath touched me?"" He said: ""Even so: Allah createth what He willeth: When He hath decreed a plan) give me the refrence","Refrence: (3,47)"
325," (""And Allah will teach him the Book and Wisdom) give me the refrence","Refrence: (3,48)"
326," (""And (appoint him) a messenger to the Children of Israel) give me the refrence","Refrence: (3,49)"
327," (""�(I have come to you)) give me the refrence","Refrence: (3,50)"
328," (""�It is Allah Who is my Lord and your Lord; then worship Him. This is a Way that is straight.�"") give me the refrence","Refrence: (3,51)"
329," (When Jesus found Unbelief on their part He said: ""Who will be My helpers to (the work of) Allah?"" Said the disciples: ""We are Allah�s helpers: We believe in Allah) give me the refrence","Refrence: (3,52)"
330," (""Our Lord! we believe in what Thou hast revealed) give me the refrence","Refrence: (3,53)"
331, (And (the unbelievers) plotted and planned) give me the refrence,"Refrence: (3,54)"
332," (Behold! Allah said: ""O Jesus! I will take thee and raise thee to Myself and clear thee (of the falsehoods) of those who blaspheme; I will make those who follow thee superior to those who reject faith) give me the refrence","Refrence: (3,55)"
333," (""As to those who reject faith) give me the refrence","Refrence: (3,56)"
334," (""As to those who believe and work righteousness) give me the refrence","Refrence: (3,57)"
335," (""This is what we rehearse unto thee of the Signs and the Message of Wisdom."") give me the refrence","Refrence: (3,58)"
336, (The similitude of Jesus before Allah is as that of Adam; He created him from dust) give me the refrence,"Refrence: (3,59)"
337, (The Truth (comes) from Allah alone; so be not of those who doubt.) give me the refrence,"Refrence: (3,60)"
338, (If any one disputes in this matter with thee) give me the refrence,"Refrence: (3,61)"
339, (This is the true account: There is no god except Allah; and Allah-He is indeed the Exalted in Power) give me the refrence,"Refrence: (3,62)"
340, (But if they turn back) give me the refrence,"Refrence: (3,63)"
341," (Say: ""O People of the Book! come to common terms as between us and you: That we worship none but Allah; that we associate no partners with him; that we erect not) give me the refrence","Refrence: (3,64)"
342, (Ye People of the Book! Why dispute ye about Abraham) give me the refrence,"Refrence: (3,65)"
343, (Ah! Ye are those who fell to disputing (Even) in matters of which ye had some knowledge! but why dispute ye in matters of which ye have no knowledge? It is Allah Who knows) give me the refrence,"Refrence: (3,66)"
344, (Abraham was not a Jew nor yet a Christian; but he was true in Faith) give me the refrence,"Refrence: (3,67)"
345, (Without doubt) give me the refrence,"Refrence: (3,68)"
346, (It is the wish of a section of the People of the Book to lead you astray. But they shall lead astray (Not you)) give me the refrence,"Refrence: (3,69)"
